score,group,age
0.029899133868304173,1,57
0.0014629343383852499,1,41
0.09663186403201456,1,61
0.005325791985735365,1,80
0.1480969070347733,1,39
0.17118907411931455,1,39
0.27878465001018066,1,80
0.09758909510652453,1,64
0.06464583453697745,1,33
0.15748180235710746,1,58
0.12590065986502105,1,33
0.07820842698561023,1,33
0.08784518841467442,1,51
0.14453171918812632,1,0
0.03915054712426816,1,1
0.1556707945803382,1,30
0.24932705505853203,1,19
0.0320591697668651,1,52
0.18545112893178656,1,22
0.18944009127859787,1,9
0.1043862897444081,1,80
0.004899516524754752,1,39
0.05180896742862086,1,46
0.24022922696352836,1,9
0.17206388139507964,1,31
0.09393502752942376,1,47
0.03299307973653505,1,16
0.01262019700837555,1,54
0.12002152276133538,1,29
0.013921603639513887,1,37
0.28713322880962916,1,29
0.05895101706735607,1,80
0.10693254212119048,1,44
0.10672809102705974,1,18
0.04931147024847043,1,65
0.07828622672835514,1,14
0.07482054656610536,1,50
0.0055499108906631196,1,0
0.09953345373657624,1,11
0.06423081775937885,1,49
0.012150405711129965,1,63
0.1670365686588141,1,49
0.08002291744818636,1,42
0.03461585510979437,1,37
0.16080937031781417,1,8
0.012609060415640305,1,27
0.003953011583734578,1,33
0.06027742558438663,1,71
0.0001830985139738915,1,53
0.007440818231238243,1,0
0.03412203255082545,1,53
0.003744892432815873,1,35
0.09852061992331461,1,28
0.10084109317425546,1,60
0.26793718201590017,1,70
0.015792880917772704,1,68
0.046828051791264466,1,24
0.008565988830872987,1,37
0.035412537132228604,1,53
0.31132245630435834,1,69
0.13841788967219357,1,33
0.020547453407776067,1,40
0.2718208923692591,1,17
0.14683802168999227,1,15
0.020648686634140302,1,65
0.07672401769722209,1,78
0.0063088963729802565,1,43
0.042019678842980294,1,70
0.006425432669460286,1,54
0.16404363161917646,1,28
0.05895831271088953,1,54
0.026510934942393823,1,80
0.083713596764608,1,44
0.045915889429044114,1,80
0.09611019807970393,1,0
0.011727613940334312,1,65
0.02238344949030853,1,47
0.03285813448175877,1,37
0.12368899750617825,1,47
0.20414370943645035,1,0
0.02060323125643596,1,39
0.1761227875208073,1,53
