score,group,age
0.37681112098658215,1,57
0.6395642289030238,1,41
0.42442885802865105,1,61
0.17615066326159412,1,80
0.4693089777631239,1,39
0.4661548761182301,1,39
-0.050275952166221605,1,80
0.4542321100777584,1,64
0.5915253268983142,1,33
0.46075455837520835,1,58
0.616299910169785,1,33
0.6258709848889797,1,33
0.6196660244841152,1,51
0.9619612155437312,1,0
0.8642721498365213,1,1
0.4747953276371265,1,30
0.7345690361528501,1,19
0.49466418003390916,1,52
0.5210858271410117,1,22
0.7592742665703262,1,9
0.2925724297496475,1,80
0.4667539862364735,1,39
0.3948031321103615,1,46
0.870512554731768,1,9
0.6313330458774383,1,31
0.6908848078402416,1,47
0.6969729284390375,1,16
0.4039393919145649,1,54
0.6313044079378749,1,29
0.7015067047537602,1,37
0.523048394727575,1,29
0.2588328518460642,1,80
0.5243483152963777,1,44
0.8167460463540299,1,18
0.2854796681322461,1,65
0.8423808468830705,1,14
0.35735869795159614,1,50
0.5769670092374112,1,0
0.7384874031628237,1,11
0.5333026709321965,1,49
0.41674108198152116,1,63
0.5372810222944696,1,49
0.5015194380120577,1,42
0.5793936674469641,1,37
0.7909378116336105,1,8
0.7598663527615862,1,27
0.6281302488039426,1,33
0.3078820558679305,1,71
0.5534771312459623,1,53
0.9201017240023461,1,0
0.5311974963849594,1,53
0.49303624417543596,1,35
0.6863850318715361,1,28
0.49867787237600614,1,60
0.29338909602857394,1,70
0.31809643209182,1,68
0.6370594203580863,1,24
0.6060565398349904,1,37
0.4205530841805431,1,53
0.5146785791699275,1,69
0.7307163618536079,1,33
0.6295137309530894,1,40
0.7850121966286824,1,17
0.7305122785921647,1,15
0.3308883351905157,1,65
0.32000477212898487,1,78
0.7313691101737486,1,43
0.3273952667107793,1,70
0.5020996467205254,1,54
0.5317199398587003,1,28
0.4802246489030268,1,54
0.1839631313010934,1,80
0.5970125546575715,1,44
0.11815257829576083,1,80
0.6874580992253112,1,0
0.29759633332704694,1,65
0.5279439110110865,1,47
0.5067786106635549,1,37
0.4966403914727304,1,47
0.9258334654324062,1,0
0.4275889429174735,1,39
0.49427321709751515,1,53
0.2661216893633146,1,80
0.6674643281736238,1,32
0.6085155980516976,1,24
0.575503662359552,1,32
0.5544926839690334,1,67
0.29178955453999783,1,53
0.7369291134520144,1,31
0.10656486429506273,1,57
0.3297471634725064,1,47
0.3028701798138849,1,69
0.6900061016618769,1,27
0.5827764760931661,1,36
0.6194054514383498,1,35
0.733041017708699,1,8
0.5055389412203165,1,52
0.42049836345271574,1,51
0.4723745777637335,1,45
0.4944654854012792,1,39
0.8149659236060607,1,9
0.5220783948446408,1,34
0.6417326002577544,1,36
0.6452755507537886,1,24
0.5671383340941253,1,40
0.4406322158888339,1,55
0.033022082793159935,1,80
0.6207343467131359,1,49
0.45542493845254384,1,51
0.39586945909451543,1,43
0.9378175784643691,1,0
0.3286975654658222,1,44
0.4673265291874668,1,46
0.2727538882520545,1,80
0.6485911345086368,1,40
0.5084520874681714,1,52
0.6855239538433073,1,44
0.7547257284413772,1,15
0.12365526202426746,1,73
0.3375817422254052,1,63
0.15704070140236723,1,64
0.762593182765475,1,22
0.2765426139902532,1,80
0.7851937412631791,1,9
0.5195533445165876,1,59
0.3785247317630569,1,80
0.6341898509929802,1,20
0.6556593247913687,1,30
0.530099345685158,1,47
0.6699279181448146,1,32
0.602598475827297,1,6
0.3751560952582946,1,46
0.7936983479600838,1,18
0.20464262820913123,1,56
0.7397660403473859,1,22
0.21790367965489646,1,80
0.6732566864331359,1,25
0.3780820017013823,1,36
0.14354427739217293,1,65
0.8443561100064355,1,14
0.4429845418728059,1,50
0.1890147727623886,1,77
0.7921023841161666,1,4
0.5124809319908341,1,49
0.46311095323691187,1,51
0.4664741253672384,1,64
0.5630652110862595,1,14
0.8061877390495662,1,11
0.5058349258856785,1,58
0.5409330979854966,1,52
0.49481278457317784,1,51
0.4657941633793465,1,53
0.679348473463854,1,27
0.4383847654246,1,50
0.5323319865758543,1,52
0.6868363812017104,1,27
0.3564534718767571,1,80
0.4759792113145503,1,56
0.5469840077635539,1,15
0.39260333435173445,1,61
0.5457515125772862,1,20
0.4838963414619082,1,64
0.2937570396644122,1,73
0.6235157701842922,1,24
0.3692765024170888,1,69
0.5016516102697608,1,55
0.3838399590205445,1,65
0.3023508606561872,1,80
0.6761585475295728,1,38
0.5366568209869876,1,26
0.7269827510147664,1,22
0.7356930981735067,1,24
0.4934089837433384,1,43
0.41457005000029257,1,53
0.38746395119113713,1,51
0.23202130833396745,1,65
0.269132169889244,1,45
0.2396302084176812,1,80
0.4984276946853385,1,38
0.2587207578491269,1,80
0.5654861377703093,1,60
0.5611103086453334,1,23
0.8233551457191818,1,18
0.5535554278893857,1,57
0.45574663490917766,1,39
0.27510756034406647,1,62
0.4552015476836764,1,56
0.5690942552187352,1,43
0.7088300365811716,1,23
0.7888214896493938,1,7
0.6696809294767608,1,33
0.26734473489777333,1,66
0.6607376365032709,1,50
0.8493919150783322,1,13
0.39624649749006374,1,49
0.45338003761562906,1,54
0.7621749551394671,1,22
0.5941804826952736,1,48
0.2801453015042473,1,46
0.5542659699571155,1,16
0.4604545600976072,1,53
0.35667219254499505,1,59
0.18595955856199578,1,72
0.32398883789282434,1,71
0.8911937401893606,1,10
0.6859091928933652,1,21
0.3965022737685046,1,57
0.4877777160188629,1,57
0.4927808796570189,1,57
0.335750350690057,1,80
0.507926041238929,1,59
0.4290844400620457,1,73
0.25296766314027036,1,68
0.40082205063603654,1,61
0.5643252554786,1,37
0.44752060146192185,1,63
0.694275269587605,1,25
0.5330303470175346,1,39
0.6976652134538823,1,32
0.47998757940285874,1,47
0.31332902733474677,1,80
0.8799310121333886,1,0
0.49544909720532326,1,62
0.7979252875968192,1,4
0.5700545829890508,1,33
0.3008512348377426,1,72
0.4187042721031292,1,46
0.7737319634683915,1,18
0.5494868132304149,1,27
0.448890134868339,1,61
0.7233551133394034,1,26
0.3724194612687043,1,50
0.44189615930010034,1,46
0.5882379879687247,1,28
0.21495032240306225,1,80
0.4296753561651869,1,60
0.6770130621759186,1,0
0.5236129839256297,1,49
0.7460926594713424,1,28
0.43605438246922124,1,66
0.7013793610772218,1,25
0.527652068563328,1,42
0.24977402190791426,1,57
0.4710136953448242,1,66
0.8398944269380171,1,14
0.5093432831568672,1,36
0.5599206213800155,1,33
0.5670597397269648,1,28
0.32527509053057446,1,80
0.38460751158251294,1,55
0.837885777062481,1,13
0.4336270040145038,1,67
0.25278156112284733,1,80
0.3073245762908979,1,70
0.9099600883743767,1,7
0.6091404567019498,1,32
0.2674977938339709,1,76
0.5217600483101691,1,27
0.3059167592032297,1,56
0.4192855484305015,1,64
0.5790394964706644,1,21
0.5770752236681356,1,43
0.7826965121303082,1,0
0.5886840309899727,1,19
0.666176076123283,1,38
0.7478185526968303,1,13
0.29879115114509347,1,80
0.6753995280360428,1,9
0.7927026281835456,1,33
0.5388698455277591,1,48
0.2561840666012909,1,80
0.7362660233167938,1,9
0.22709880328825144,1,74
0.3893122914369783,1,45
0.7994441368654509,1,20
0.44233098066546034,1,56
0.4600510562348253,1,49
0.6425727342196909,1,29
0.6361980124134872,1,46
0.6553962864345884,1,35
0.5185268362964964,1,47
0.4969504990892386,1,61
0.21145333662154636,1,80
0.8425072735499416,1,14
0.24013436270247895,1,80
1.0091253512088545,1,0
0.3893423753129842,1,41
0.431035088122689,1,59
0.6582505175860361,1,52
0.6776685546688389,1,29
0.39471727794986944,1,39
0.6882138694013368,1,32
0.6841046102164667,1,30
0.3994633285459651,1,66
0.4092834235845452,1,53
0.5073399253964428,1,27
0.3194096569302264,1,67
0.6100868551265068,1,52
0.1492047719458016,1,65
0.4213615787725737,1,60
0.746642994640673,1,24
0.6123095883103372,1,30
0.44758127527457364,1,63
0.4157194859459096,1,60
0.5023800127605945,1,44
0.41835100210065096,1,47
0.21432696017774738,1,76
0.728120075493756,1,30
0.24944319518942826,1,58
0.5394223342195548,1,39
0.6478646562405541,1,39
0.1354233940900301,1,72
0.33470506747550516,1,65
0.28526040295001903,1,65
0.012984247732001353,1,77
0.5752086946123101,1,45
0.39989242105069955,1,62
0.5529001831405995,1,37
0.4872079009985034,1,53
0.6147500914886881,1,41
0.5656327811125584,1,47
0.5224369251971898,1,59
0.5873119220320349,1,24
0.14490518855345724,1,80
0.7509542013615126,1,19
0.7432522567733935,1,14
0.19362364637932036,1,73
0.3209291752530912,1,64
0.4569671296810632,1,60
0.4726267445910667,1,60
0.25990811385480816,1,44
0.8818876423583887,1,22
0.3611532089794151,1,46
0.7222134079754651,1,28
0.39632845762974633,1,69
0.42742864626549104,1,41
0.7473607969028502,1,24
0.5841420097401983,1,36
0.4859556182214209,1,55
0.7751703633591053,1,30
0.6975539586195102,1,24
0.5208749267937504,1,51
0.46366697459111667,1,51
0.6934203980471182,1,32
0.47533716775831214,1,33
0.5398314159838087,1,50
0.8902571286639008,1,8
0.8198809978267775,1,9
0.7257201493946633,1,27
0.5430550629674353,1,39
0.5146920127650012,1,52
0.32849751526706905,1,80
0.46948782641876863,1,66
0.4663600075044877,1,41
0.5060988708281812,1,44
0.6753129642205972,1,19
0.3147272932183962,1,44
0.49214640144228017,1,37
0.41946937923520194,1,53
0.6849942063397496,1,24
0.360045213597203,1,57
0.2658503834824438,1,80
0.5622877862423369,1,42
0.3855064604754189,1,55
0.4795384689582934,1,62
0.5537965063053532,1,34
0.5589986537758377,1,50
0.5912734333747215,1,45
0.5348657155999518,1,47
0.7321042264850435,1,25
0.44361033122155247,1,45
0.42780732764404794,1,57
0.11294273837382433,1,80
0.19157276247074967,1,68
0.2043948419457569,1,80
0.7323419332924402,1,25
0.37483382173891433,1,66
0.2738188284404911,1,49
0.10308003896862335,1,80
0.7475518651121269,1,24
0.7280238103499422,1,24
0.4812771951166177,1,30
0.9698707351530186,1,0
0.6637427916594991,1,31
0.6521961333246609,1,26
0.5469607704322452,1,48
0.4883029094558732,1,53
0.24011922163268895,1,80
0.4474709864131858,1,68
0.6599547990319321,1,30
0.7097165224259582,1,22
0.30241683211339143,1,57
0.9084786523349327,1,11
0.11718060187342358,1,80
0.45613478145675374,1,74
0.4287179055912884,1,33
0.8672946179276007,1,2
0.26035378337451753,1,78
0.6074584437626143,1,42
0.4186698281149522,1,75
0.9084493603383522,1,5
0.40646890612380593,1,30
0.5832270907189894,1,45
0.3777695974673524,1,46
0.6501383953462103,1,33
0.5052024568241676,1,60
0.6952685348995986,1,18
0.5657925825155952,1,41
0.3299220717163315,1,48
0.3013701375239462,1,57
0.2590959552791352,1,62
0.7816729385496152,1,16
0.8581062913988053,1,6
0.33542713380142186,1,76
0.4438698371569341,1,53
0.6433265949359948,1,26
0.33474989503884367,1,80
0.6448271418757383,1,47
0.254643371879349,1,74
0.5209556358980458,1,46
0.10093076113622962,1,80
0.3314706792443393,1,80
0.6733465025384094,1,38
0.25182196071286295,1,69
0.4158045449341599,1,61
0.06678559737850837,1,79
0.7536498377986679,1,20
0.4740039089858291,1,62
0.33004103796854345,1,71
0.9037671376844534,1,1
0.7378736046212426,1,15
0.9291197979992032,1,0
0.4079405661764398,1,38
0.24602538982134314,1,62
0.20871864042064298,1,80
0.5258089121856676,1,46
0.415574316320679,1,80
0.7684273489673784,1,10
0.897565282040319,1,2
0.5774224747082047,1,43
0.3511412793742704,1,54
0.6283151373618394,1,44
0.9284220503128078,1,0
0.5449594113281494,1,42
0.5912087191357935,1,12
0.42484919716372177,1,61
0.4000535815594006,1,54
0.7510248617520214,1,21
0.8064877635857683,1,32
0.7499929857803754,1,18
0.22492813663975114,1,43
0.29639567869109334,1,68
0.7007757670311501,1,20
0.3778988418445793,1,57
0.27867287948072755,1,31
0.6418269314133503,1,25
0.6120056355841563,1,42
0.693375068943924,1,19
0.4986333245037057,1,31
0.7843671521898777,1,15
0.14363509725736567,1,80
0.4214068843700816,1,45
0.6277449714360124,1,27
0.36220715132460507,1,50
0.508285068680777,1,42
0.6531217624629583,1,39
0.39780135800008704,1,60
0.41705197563339846,1,63
0.5167892105867392,1,31
0.4578958145824145,1,30
0.6589321754863021,1,38
0.8762198400792212,1,0
0.7083435193670196,1,7
0.20598068712300108,1,79
0.30544228151045594,1,80
0.40313685718011927,1,38
0.2580893766957807,1,59
0.5084530501422188,1,52
0.08069400450897632,1,80
0.2559911487343447,1,72
0.4773651505227642,1,41
0.5980054239875329,1,21
0.7984889892572199,1,4
0.5353546931116475,1,50
0.7621163227269176,1,26
0.6204177634479613,1,9
0.5811657340990904,1,28
0.8185674801493248,1,17
0.3138271833446333,1,80
0.43747496267520736,1,67
0.35087098607121936,1,44
0.3031342698443436,1,80
0.5435508569254877,1,46
0.6365042837653285,1,23
0.2598753633394176,1,80
0.4948811324847052,1,58
0.725526537929548,1,19
0.615781484202401,1,40
0.6557543526106793,1,23
0.7896073661628408,1,10
