score,group,age
0.030486854981612504,1,57
0.009191084187658042,1,41
0.06535808991222068,1,61
0.008949966584642352,1,80
0.12392166388001975,1,39
0.13620278768462168,1,39
0.10854500865698984,1,80
0.05157529217768268,1,64
0.04957087311950546,1,33
0.06734970756741394,1,58
0.06305721252857707,1,33
0.07043892454908701,1,33
0.12060197058382541,1,51
0.27288696043388594,1,0
0.3144430512576619,1,1
0.04165971657403033,1,30
0.1225597463209692,1,19
0.08224167478701036,1,52
0.07794282775129242,1,22
0.3281464829075653,1,9
0.04055440260707417,1,80
0.14582672119402929,1,39
0.10178686803524106,1,46
0.07711881227765968,1,9
0.17152439682806955,1,31
0.01956394567960409,1,47
0.04899114356937807,1,16
0.03138074514206819,1,54
0.23285178377807497,1,29
0.10816264551405812,1,37
0.04008044685649944,1,29
0.011416077168809213,1,80
0.1058037620217411,1,44
0.1455012554226634,1,18
0.06715008758666334,1,65
0.19846937883834703,1,14
0.13980548575779014,1,50
0.3255921165197229,1,0
0.30009989012130367,1,11
0.02991161371974382,1,49
0.00936959281089037,1,63
0.08710029649155417,1,49
0.03177426189190167,1,42
0.09637946309902273,1,37
0.4120770794044831,1,8
0.02438135298476291,1,27
0.09102255181880092,1,33
0.008590925515318037,1,71
0.05070118603978798,1,53
0.018712115001599923,1,0
0.015200320071624132,1,53
0.04883564358776341,1,35
0.017770284116424413,1,28
0.0633110586052821,1,60
0.058049730971220806,1,70
0.13116470616816342,1,68
0.04092700138905899,1,24
0.057994227666762994,1,37
0.01588033122909111,1,53
0.028880355965496225,1,69
0.2530077079686034,1,33
0.11553048696185944,1,40
0.055037793345960366,1,17
0.016196216776075446,1,15
0.0049203182965965155,1,65
0.04603784938536172,1,78
0.041741096911724895,1,43
0.1693607146763865,1,70
0.032354897157832276,1,54
0.06461047005247057,1,28
0.013800137536908438,1,54
0.07348241737695375,1,80
0.0587848117159504,1,44
0.019820818085095265,1,80
0.34944508372770694,1,0
0.03505509679735467,1,65
0.07640037679160858,1,47
0.02492632177464497,1,37
0.0311968072725672,1,47
0.2726452188405702,1,0
0.10800560451146202,1,39
0.1274415493116239,1,53
0.018249267650552917,1,80
0.16325667666602284,1,32
0.02779054975299301,1,24
0.08601026882599391,1,32
0.04118422855983287,1,67
0.1387691772394149,1,53
0.1252448744235865,1,31
0.01812984171059705,1,57
0.10067781687248997,1,47
0.06188027675470862,1,69
0.2178070273656908,1,27
0.051637740030652725,1,36
0.0690093174261572,1,35
0.45026562700812117,1,8
0.12029221230013,1,52
0.022685140295900387,1,51
0.07635590186109735,1,45
0.09079440237781179,1,39
0.2674942458228894,1,9
0.02640903472641369,1,34
0.19933920438642377,1,36
0.020113815712756222,1,24
0.03605159920757015,1,40
0.13597507408129542,1,55
0.044085347789211644,1,80
0.058958533439217066,1,49
0.03705785042066576,1,51
0.030191933587653458,1,43
0.10046018190201456,1,0
0.07466284138485173,1,44
0.06476276434604798,1,46
0.05954286957666246,1,80
0.032000328723456775,1,40
0.023144588758607372,1,52
0.06690246224358098,1,44
0.37036613114709926,1,15
0.05034742228332235,1,73
0.03670419306425576,1,63
0.04185875266036271,1,64
0.12208259975189586,1,22
0.09754702848668424,1,80
0.26519340682690146,1,9
0.028774722611100756,1,59
0.023188494942849552,1,80
0.11919824338097841,1,20
0.10636157921441597,1,30
0.02316765277288998,1,47
0.06764928026139908,1,32
0.501040243005785,1,6
0.12665379077665442,1,46
0.11913940416186004,1,18
0.03061407560632546,1,56
0.17927564295783258,1,22
0.005513697073127226,1,80
0.23287437307074713,1,25
0.05184369343284185,1,36
0.06181957321801444,1,65
0.042323759174990434,1,14
0.11408161140719676,1,50
0.05911441699920903,1,77
0.31241954638017394,1,4
0.02680507641571975,1,49
0.041318262937399416,1,51
0.06545954574063932,1,64
0.07759538768474304,1,14
0.10074640586248645,1,11
0.1035694774035001,1,58
0.011733755475458234,1,52
0.09790370386664207,1,51
0.029199236075441278,1,53
0.19563343003946504,1,27
0.1240534753293905,1,50
0.06725437820155729,1,52
0.12139895190313843,1,27
0.024529529841464025,1,80
0.046192690869396556,1,56
0.06954969237247012,1,15
0.017362616723017567,1,61
0.2878475480792305,1,20
0.123874334690797,1,64
0.040536709564648915,1,73
0.09784894755130834,1,24
0.040070473729005664,1,69
0.0046361578792077475,1,55
0.07365655126465158,1,65
0.06444810532121974,1,80
0.052578192894470716,1,38
0.17479958611603505,1,26
0.03502672188336346,1,22
0.1392010836160647,1,24
0.15146956552704052,1,43
0.1028673677580985,1,53
0.08540905513368159,1,51
0.04895342480255458,1,65
0.14736936369724568,1,45
0.057801864415330154,1,80
0.04610383061963387,1,38
0.01180444392333143,1,80
0.13637961148941757,1,60
0.16841941120883083,1,23
0.15008033520060776,1,18
0.019780359926421555,1,57
0.027214261067491297,1,39
0.08427439708055807,1,62
0.00619088118198401,1,56
0.01271961893647106,1,43
0.07721582443837949,1,23
0.19382826782858034,1,7
0.1472083180225648,1,33
0.03576958441307294,1,66
0.12258677889493778,1,50
0.2730778218850847,1,13
0.11102361686996022,1,49
0.11101159881460772,1,54
0.22618079047113676,1,22
0.01514547311316335,1,48
0.0799120842617733,1,46
0.37758436757047603,1,16
0.1655979316290476,1,53
0.029518073151961692,1,59
0.0711919601028739,1,72
0.03117579757562208,1,71
0.2991610663115174,1,10
0.1001160119606725,1,21
0.07487109168193536,1,57
0.11292736144136527,1,57
0.052843238293524615,1,57
0.012749431763809344,1,80
0.0875886002740828,1,59
0.04416977911258229,1,73
0.030281732932600988,1,68
0.04734024961018398,1,61
0.08973885924133886,1,37
0.0405350371825151,1,63
0.08445223507706916,1,25
0.03033050771198719,1,39
0.05939479633219814,1,32
0.09974288559484362,1,47
0.04274066252203597,1,80
0.2446333052461875,1,0
0.07262325787523087,1,62
0.3082589498047197,1,4
0.0845549598236046,1,33
0.11012267513868752,1,72
0.1169438984208888,1,46
0.08121798070887562,1,18
0.06224267179315158,1,27
0.0955304239902992,1,61
0.23885550893710272,1,26
0.13107822350706114,1,50
0.10122535682789432,1,46
0.13466133402360428,1,28
0.025422551788134466,1,80
0.017928783597220194,1,60
0.23909330395756143,1,0
0.03517137587184464,1,49
0.12699258122669307,1,28
0.05437444684683885,1,66
0.012326804188483918,1,25
0.03448118162458646,1,42
0.0061284689018890285,1,57
0.03334053096944233,1,66
0.2858300458606333,1,14
0.05201013070097274,1,36
0.21018673965881954,1,33
0.07514144987514938,1,28
0.05172327457625815,1,80
0.021577738567425224,1,55
0.15576329889154017,1,13
0.12983658705503925,1,67
0.08926175219825351,1,80
0.04199047336485389,1,70
0.17677399868343815,1,7
0.07071825711259352,1,32
0.06622755559698795,1,76
0.23953317493792142,1,27
0.037155874264299706,1,56
0.02908344168784145,1,64
0.08954745225435241,1,21
0.023315230010326298,1,43
0.4349595554911116,1,0
0.03528476721559926,1,19
0.17688888010360238,1,38
0.13969074601818543,1,13
0.053765376812637454,1,80
0.028396778190881825,1,9
0.13831743336233174,1,33
0.08288634964456,1,48
0.060448429939231114,1,80
0.16166868120425085,1,9
0.09524666762357271,1,74
0.027533540207797868,1,45
0.1478042622914588,1,20
0.00841209942646366,1,56
0.03046927210246201,1,49
0.1707860191075568,1,29
0.045318621647411836,1,46
0.03910961249835421,1,35
0.026128409983039624,1,47
0.11108773339222648,1,61
0.027508510179845683,1,80
0.3663589477482964,1,14
0.022164700129999267,1,80
0.5599763244161164,1,0
0.06526523181812187,1,41
0.04868254229830138,1,59
0.05562239064711349,1,52
0.03448728410975353,1,29
0.04471577149836339,1,39
0.06207324541616678,1,32
0.08181938068010189,1,30
0.05511917050868509,1,66
0.08392406861073479,1,53
0.19662341624211974,1,27
0.05460796651272082,1,67
0.06371754669509049,1,52
0.07973602088011776,1,65
0.055668984541186115,1,60
0.1058674595574651,1,24
0.1459481067306813,1,30
0.06450274084891396,1,63
0.12054595572703987,1,60
0.11663420873028878,1,44
0.045481079411742134,1,47
0.04129399630330862,1,76
0.1965676683891073,1,30
0.054470205914898324,1,58
0.15687703190250973,1,39
0.06801077140647155,1,39
0.053489390230877495,1,72
0.038159808687015656,1,65
0.03186996300046059,1,65
0.02240533521764057,1,77
0.054966581527776205,1,45
0.04442915026973155,1,62
0.08979642917050014,1,37
0.09204920469153127,1,53
0.012029369975380032,1,41
0.0567659249979293,1,47
0.09884028170894862,1,59
0.0441743634396082,1,24
0.06489629285669343,1,80
0.12867573619105607,1,19
